id,url_product,name_product,price,img_product,cpu_name,gpu,ram_info,ram_type,max_ram_upgrade,storage_capacity,display_size,panel_type,resolution,color_gamut,refresh_rate,display_technology,port,webcam,battery_specifications,physical_dimensions,material,release_year
337471,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71053696,Dell Inspiron 15 3530 i5 1334U (71053696),18.590.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337471/dell-inspiron-15-3530-i5-71053696-thumb-638828188152325496-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,512 GB SSD NVMe PCIe,"15.6""",,Full HD (1920 x 1080),,120Hz,WVA,"1 x USB 2.0, 1 x USB 3.2, HDMI, 1 x Headphone/microphone combo, USB Type-C",HD webcam,"3-cell Li-ion, 41 Wh",Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg,Vỏ nhựa,2025
342469,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-1355u-n5i7421w1,Dell Inspiron 15 3530 i7 1355U (N5I7421W1),22.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/342469/dell-inspiron-15-3530-i7-1355u-n5i7421w1-thumb-2-638981083623791430-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,"512 GB SSD M.2 NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280))","15.6""",WVA,Full HD (1920 x 1080),45% NTSC,120Hz,"Chống chói Anti Glare, LED Backlit, 250 nits","1 x USB 3.2, 1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB 3.2 Gen 1 Type-C, HDMI 1.4",HD RGB,"4-cell Li-ion, 54 Wh",Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg,Vỏ nhựa,2025
333102,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-n3520i7u165w11blufp,Dell Inspiron 15 3520 i7 1255U (N3520-i7U165W11BLU-FP),19.590.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333102/dell-inspiron-15-3520-i7-n3520i7u165w11blufp-thumb-638760098095158958-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))","15.6""",,Full HD (1920 x 1080),,120Hz,WVA,"1 x USB 2.0, Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI",HD webcam,"4-cell Li-ion, 54 Wh",Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg,Vỏ nhựa,2024
340559,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n3530-i7u161w11slu,Dell Inspiron 15 3530 i7 1355U (N3530-i7U161W11SLU),23.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/340559/dell-inspiron-15-3530-i7-n3530-i7u161w11slu-638900114347898134-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""",,Full HD (1920 x 1080),45% NTSC,120Hz,"Chống chói Anti Glare, 250 nits, WVA","1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB Type-C",HD webcam,"4-cell Li-ion, 54 Wh",Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg,Vỏ nhựa,2025
342756,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-1334u-p16wd21,Dell Inspiron 15 3530 i5 1334U (P16WD21),18.590.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/342756/dell-inspiron-15-3530-i5-1334u-p16wd21-thumb-2-638981088249405986-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),16 GB,512 GB SSD NVMe M.2 PCIe	(2230/2280),"15.6""",WVA,Full HD (1920 x 1080),45% NTSC,120Hz,"Chống chói Anti Glare, LED Backlit, 250 nits","1 x USB 3.2, 1 x USB 2.0, Jack tai nghe 3.5 mm, HDMI, 1 x USB 3.2 Gen 1 Type-C",HD webcam,"3-cell Li-ion, 41 Wh",Dài 358.5 mm - Rộng 235.6 mm - Dày 19 mm - 1.65 kg,Vỏ nhựa,2025
325247,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-p16wd,Dell Inspiron 15 3530 i7 1355U (P16WD),23.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/325247/dell-inspiron-15-3530-i7-p16wd-thumb-638754948496889615-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),16 GB,1 TB SSD M.2 PCIe,"15.6""",,Full HD (1920 x 1080),,120Hz,"Chống chói Anti Glare, LED Backlit, WVA","1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB Type-C",HD webcam,"4-cell Li-ion, 54 Wh",Dài 358.5 mm - Rộng 235.6 mm - Dày 19 mm - 1.65 kg,Vỏ nhựa,2024
360694,https://www.thegioididong.com/laptop/dell-16-dc16250-core-7-150u-c7u161w11blu,Dell 16 DC16250 Core 7 150U (DC16250-C7U161W11BLU),28.090.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/360694/dell-16-dc16250-core-7-150u-c7u161w11blu-thumb-639023539526002975-600x600.jpg,,"Card tích hợp, - Intel Graphics",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),32 GB,"1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2230))","16""",Hãng không công bố,Full HD+ (1920 x 1200),45% NTSC,60Hz,"Chống chói Anti Glare, 300 nits, WVA","Jack tai nghe 3.5 mm, 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort 1.4 và Power Delivery), 2 x USB 3.2, HDMI 1.4",HD webcam,"3-cell Li-Po, 41Wh",Dài 357.3 mm - Rộng 250.6 mm - Dày 18.23 mm - 2 kg,Vỏ nhựa,2025
361538,https://www.thegioididong.com/laptop/dell-16-plus-db16250-ultra-7-256v-x65nw7,Dell 16 Plus DB16250 Ultra 7 256V (X65NW7),35.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/361538/dell-16-plus-db16250-ultra-7-256v-x65nw7-thumb-2-639086675136984909-600x600.png,,"Card tích hợp, - Intel Arc Graphics",16 GB,LPDDR5X (Onboard),16 GB,"1 TB SSD M.2 NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2230/2280))","16""",WVA,QHD+ (2560 x 1600),45% NTSC,120Hz,"Chống chói Anti Glare, 300 nits, ComfortView Plus","1 x USB 3.2, Jack tai nghe 3.5 mm, 1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort 1.4 và Power Delivery), 1 x Thunderbolt 4 with USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 2.1), HDMI 2.1","Full HD Webcam, Camera IR","4-cell, 64 Wh",Dài 356.78 mm - Rộng 250.6 mm - Dày 15.57 mm - 1.815 kg,Vỏ nhôm,2025
341564,https://www.thegioididong.com/laptop/dell-alienware-16-aurora-ac16250-core-7-240h-c7h161w11ii5050,Dell Gaming Alienware 16 Aurora AC16250 Core 7 240H (C7H161W11II5050),37.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/341564/dell-alienware-16-aurora-ac16250-core-7-240h-c7h161w11ii5050-thumb-638893911967537316-600x600.jpg,,"Card rời, - NVIDIA GeForce RTX 5050, 8 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),32 GB,1 TB SSD NVMe PCIe Gen 4,"16""",,WQXGA (2560 x 1600),100% sRGB,120Hz,"300 nits, WVA, ComfortView Plus","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 1 x USB Type-C 3.2 (hỗ trợ DisplayPort), LAN (RJ45), 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",HD webcam,"6-cell Li-ion, 96 Wh",Dài 356.98 mm - Rộng 265.43 mm - Dày 18.61 mm - 2.49 kg,Vỏ nhựa - nắp lưng bằng kim loại,2025
338312,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-5-n4i5211w1,Dell Inspiron 14 5440 Core 5 120U (N4I5211W1),22.590.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338312/dell-inspiron-14-5440-core-5-n4i5211w1-thumb-638841966420481159-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""",,Full HD+ (1920 x 1200),45% NTSC,60Hz,"Display with ComfortView, Chống chói Anti Glare, 250 nits, WVA","2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",Full HD Webcam,"4-cell Li-ion, 54 Wh",Dài 314 mm - Rộng 226.15 mm - Dày 18.07 mm - 1.67 kg,Vỏ nhựa,2024
333105,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-n5i7125w1,Dell Inspiron 15 3520 i7 1255U (N5I7125W1),19.590.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333105/dell-inspiron-15-3520-i7-n5i7125w1-thumb-638760098504371682-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""",,Full HD (1920 x 1080),45% NTSC,120Hz,"Chống chói Anti Glare, LED Backlit, 250 nits, WVA","1 x USB 2.0, 2 x USB 3.2, HDMI, 1 x Headphone/microphone combo",HD webcam,"4-cell Li-ion, 54 Wh",Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg,Vỏ nhựa,
327981,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n3530i5u165w11slu,Dell Inspiron 15 3530 i5 1334U (N3530-i5U165W11SLU),18.590.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327981/dell-inspiron-15-3530-i5-n3530i5u165w11slu-thumb-638754978853473065-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics","16 GB (Nguyên bản 8GB, được nâng cấp thêm 8GB)",DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB), Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB)","15.6""",,Full HD (1920 x 1080),45% NTSC,120Hz,"Chống chói Anti Glare, 250 nits, WVA","1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB Type-C",HD webcam,"3-cell Li-ion, 41 Wh",Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg,Vỏ nhựa,2024
337472,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71053721,Dell Inspiron 15 3530 i7 1355U (71053721),22.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/337472/dell-inspiron-15-3530-i7-71053721-638900879577580798-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,512 GB SSD NVMe PCIe,"15.6""",,Full HD (1920 x 1080),,120Hz,WVA,"1 x USB 2.0, 1 x USB 3.2, HDMI, 1 x Headphone/microphone combo, USB Type-C",HD webcam,"4-cell Li-ion, 54 Wh",Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg,Vỏ nhựa,2025
360693,https://www.thegioididong.com/laptop/dell-gaming-alienware-16-aurora-ac16250-core-7-240h-c7h161w11ii4050,Dell Gaming Alienware 16 Aurora AC16250 Core 7 240H (AC16250-C7H161W11II4050),34.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/360693/dell-gaming-alienware-16-aurora-ac16250-core-7-240h-c7h161w11ii4050-thumb-639023469880245139-600x600.jpg,,"Card rời, - NVIDIA GeForce RTX 4050, 6 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),32 GB,"1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2230))","16""",Hãng không công bố,WQXGA (2560 x 1600),100% sRGB,120Hz,"300 nits, WVA","Jack tai nghe 3.5 mm, LAN (RJ45), 1x USB-C 3.2 Gen 2 (hỗ trợ DisplayPort), 1 x USB-C 3.2 Gen 2 (hỗ trợ DisplayPort, Power delivery), HDMI 2.1, 2 x USB 3.2",HD webcam,"6-cell Li-ion, 96 Wh",Dài 356.98 mm - Rộng 265.43 mm - Dày 18.61 mm - 2.49 kg,Vỏ nhựa - nắp lưng bằng kim loại,2025
328945,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71043885,Dell Inspiron 15 3530 i5 1334U (71043885),18.590.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328945/dell-inspiron-15-3530-i5-71043885-thumb-638754980699620343-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,512 GB SSD NVMe PCIe,"15.6""",,Full HD (1920 x 1080),,120Hz,WVA,"1 x USB 2.0, 1 x USB 3.2, HDMI, 1 x Headphone/microphone combo, USB Type-C",HD webcam,"3-cell Li-ion, 41 Wh",Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg,Vỏ nhựa,2024
338315,https://www.thegioididong.com/laptop/dell-latitude-3450-i7-71058806,Dell Latitude 3450 i7 1355U (71058806),23.690.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338315/dell-latitude-3450-i7-71058806-638851475651047423-600x600.jpg,,"Card tích hợp, -, Intel UHD Graphics",16 GB,DDR5 (1 khe 16 GB + 1 khe rời),64 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)","14""",,Full HD (1920 x 1080),45% NTSC,60Hz,250 nits,"Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort 1.4), 1 x USB 3.2 (hỗ trợ PowerShare), LAN (RJ45)",Full HD Webcam,"3-cell Li-ion, 42 Wh",Dài 322 mm - Rộng 219 mm - Dày 17.68 mm - 1.5 kg,Vỏ nhựa,2025
357987,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-5-120u-71053697,Dell Inspiron 14 5440 Core 5 120U (71053697),23.590.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/357987/dell-inspiron-14-5440-core-5-120u-71053697-thumb-2-638967223573722798-600x600.jpg,,"Card tích hợp, - Intel Graphics",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),32 GB,1 TB SSD NVMe M.2 PCIe,"14""",WVA,Full HD+ (1920 x 1200),45% NTSC,60Hz,300 nits,"2 x USB 3.2, 1x USB 3.2 Gen 1 (5 Gbps) Type-C, 1x Global headset jack, HDMI 1.4",Full HD Webcam,"4-cell Li-Po, 54 Wh",Dài 314 mm - Rộng 226.15 mm - Dày 17.31 mm - 1.63 kg,Vỏ nhựa - nắp lưng bằng kim loại,2025
341565,https://www.thegioididong.com/laptop/dell-alienware-16-aurora-ac16250-core-7-240h-71072937,Dell Gaming Alienware 16 Aurora AC16250 Core 7 240H (71072937),39.790.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/341565/dell-alienware-16-aurora-ac16250-core-7-240h-71072937-thumb-01-638938002026687306-600x600.jpg,,"Card rời, - NVIDIA GeForce RTX 5060, 8 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),16 GB,1 TB SSD NVMe M.2 PCIe,"16""",,WQXGA (2560 x 1600),100% sRGB,120Hz,"300 nits, ComfortView Plus","2 x USB 3.2, Jack tai nghe 3.5 mm, 2 x USB Type-C (hỗ trợ DisplayPort), LAN (RJ45), HDMI 2.1",HD webcam,"6-cell Li-ion, 96 Wh",Dài 356.98 mm - Rộng 265.43 mm - Dày 22.7 mm - 2.49 kg,Vỏ nhựa - nắp lưng bằng hợp kim nhôm,2025
338313,https://www.thegioididong.com/laptop/dell-latitude-7350-ultra-5-l7350135u16512w,Dell Latitude 7350 Ultra 5 135U (L7350-135U-16512W),31.690.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338313/dell-latitude-7350-ultra-5-l7350135u16512w-638854986362603212-600x600.jpg,,"Card tích hợp, - Intel Graphics",16 GB,LPDDR5X (Onboard),Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","13.3""",,Full HD+ (1920 x 1200),45% NTSC,60Hz,"Chống chói Anti Glare, 250 nits","Jack tai nghe 3.5 mm, HDMI, 1 x USB 3.2 (hỗ trợ PowerShare), 2 x USB Type-C","Full HD Webcam, Camera IR","3-cell Li-ion, 57 Wh",Dài 299 mm - Rộng 213.16 mm - Dày 17.75 mm - 1.15 kg,Vỏ kim loại - Nhôm,2024
338311,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n5i7216w1,Dell Inspiron 15 3530 i7 1355U (N5I7216W1),22.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/338311/dell-inspiron-15-3530-i7-n5i7216w1-thumb-638840241952547194-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,512 GB SSD NVMe PCIe,"15.6""",,Full HD (1920 x 1080),45% NTSC,120Hz,"Chống chói Anti Glare, LED Backlit, 250 nits, WVA","1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB Type-C",HD webcam,"4-cell Li-ion, 54 Wh",Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg,Vỏ nhựa,2025
329851,https://www.thegioididong.com/laptop/dell-inspiron-7440-core-5-n4i5006w1,Dell Inspiron 7440 Core 5 120U (N4I5006W1),29.190.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329851/dell-inspiron-7440-core-5-n4i5006w1-thumb-638760092371412485-600x600.jpg,,"Card tích hợp, - Intel Graphics",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),16 GB,1 TB SSD M.2 PCIe,"14""",,Full HD+,45% NTSC,60Hz,"Display with ComfortView, 250 nits, WVA","Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort 1.4), 1 x USB Type-C (chỉ hỗ trợ Power Delivery)",Full HD Webcam,"4-cell Li-ion, 54 Wh",Dài 314 mm - Rộng 226.15 mm - Dày 18.9 mm - 1.74 kg,Vỏ nhựa,
357988,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-150u-71059084,Dell Inspiron 14 5440 Core 7 150U (71059084),30.790.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/357988/dell-inspiron-14-5440-core-7-150u-71059084-thumb-638967227865873337-600x600.jpg,,"Card rời, - NVIDIA Geforce MX570A, 2 GB",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),32 GB,1 TB SSD NVMe M.2 PCIe,"14""",WVA,2.2K,45% NTSC,60Hz,300 nits,"2 x USB 3.2, 1x USB 3.2 Gen 1 (5 Gbps) Type-C, 1x Global headset jack, HDMI 1.4",FHD RGB,"4-cell Li-Po, 54 Wh",Dài 314 mm - Rộng 226.15 mm - Dày 17.31 mm - 1.63 kg,Vỏ nhựa - nắp lưng bằng kim loại,2025
341566,https://www.thegioididong.com/laptop/del-alienware-16-aurora-ac16250-core-7-240h-c7h321w11ii5060,Dell Gaming Alienware 16 Aurora AC16250 Core 7 240H (C7H321W11II5060),43.790.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/341566/del-alienware-16-aurora-ac1625-core-7-240h-c7h321w11ii5060-thumb-638893973899794164-600x600.jpg,,"Card rời, - NVIDIA GeForce RTX 5060, 8 GB",32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),32 GB,1 TB SSD NVMe PCIe Gen 4 x 4,"16""",,WQXGA (2560 x 1600),100% sRGB,120Hz,"300 nits, WVA, ComfortView Plus","2 x USB 3.2, Jack tai nghe 3.5 mm, 1 x USB Type-C 3.2 (hỗ trợ DisplayPort), LAN (RJ45), HDMI 2.1, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",HD webcam,"6-cell Li-ion, 96 Wh",Dài 356.98 mm - Rộng 265.43 mm - Dày 18.61 mm - 2.49 kg,Vỏ nhựa - nắp lưng bằng kim loại,2025
333103,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-25p2315,Dell Inspiron 15 3520 i7 1255U (25P2315),19.590.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333103/dell-inspiron-15-3520-i7-25p2315-thumb-638760098242571857-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,512 GB SSD NVMe PCIe,"15.6""",,Full HD (1920 x 1080),,120Hz,"Chống chói Anti Glare, LED Backlit, WVA","1 x USB 2.0, Jack tai nghe 3.5 mm, 2 x USB 3.2, HDMI",HD webcam,"4-cell Li-ion, 54 Wh",Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.65 kg,Vỏ nhựa,2024
333104,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-71053682,Dell Inspiron 15 3520 i7 1255U (71053682),19.590.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333104/dell-inspiron-15-3520-i7-71053682-thumb-638760098370549871-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,512 GB SSD NVMe PCIe,"15.6""",,Full HD (1920 x 1080),,120Hz,WVA,"1 x USB 2.0, 2 x USB 3.2, HDMI, 1 x Headphone/microphone combo",HD webcam,"4-cell Li-ion, 54 Wh",Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.66 kg,Vỏ nhựa,2024
341568,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-1255-71069748,Dell Inspiron 15 3520 i7 1255U (71069748),19.590.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/341568/dell-inspiron-15-3520-i7-1255-71069748-thumb-638897293267474745-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,512 GB SSD NVMe PCIe,"15.6""",WVA,Full HD (1920 x 1080),,120Hz,"Chống chói Anti Glare, 250 nits","2 x USB 3.2, 1 x USB 2.0, Jack tai nghe 3.5 mm, HDMI",HD webcam,"4-cell Li-ion, 54 Wh",Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.9 kg,Vỏ nhựa,2025
362023,https://www.thegioididong.com/laptop/dell-16-dc16251-core-7-150u-dc6c7557w1,Dell 16 DC16251 Core 7 150U (DC6C7557W1),30.790.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/362023/dell-16-dc16251-core-7-150u-dc6c7557w1-thumb-639046783483771365-600x600.jpg,,"Card rời, - NVIDIA Geforce MX570A, 2 GB",16 GB,DDR5 (1 khe 8 GB onboard + 1 khe 8 GB),32 GB,"1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2230))","16""",WVA,Full HD+ (1920 x 1200),45% NTSC,60Hz,"Chống chói Anti Glare, 300 nits","2 x USB 3.2, Jack tai nghe 3.5 mm, 1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4), HDMI 1.4",FHD RGB,"4-cell Li-ion, 54 Wh",Dài 356.78 mm - Rộng 249.52 mm - Dày 17.37 mm - 2.14 kg,Vỏ nhựa,2025
364860,https://www.thegioididong.com/laptop/dell-15-dc15250-i7-1355u-71092480,"Dell 15 DC15250 i7 1355U (71092480)
                Mẫu mới",23.090.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/364860/dell-15-dc15250-i7-1355u-71092480-thumb-639106635920736946-600x600.jpg,,"Card tích hợp, -, Intel UHD Graphics",16 GB,DDR5 (1 khe 16 GB onboard + 1 khe rời),32 GB,512 GB SSD M.2 NVMe PCIe,"15.6""",IPS,Full HD (1920 x 1080),45% NTSC,120Hz,"LED Backlit, 250 nits","1x USB 3.2 Gen 1 (5 Gbps) Type-C, 1 x USB 3.2, 1x Global headset jack, HDMI 1.4",Full HD Webcam,"4-cell Li-Po, 54 Wh",Dài 358.5 mm - Rộng 235.56 mm - Dày 18.99 mm - 1.65 kg,Vỏ nhựa,2025
328474,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n5i7301w1,Dell Inspiron 15 3530 i7 1355U (N5I7301W1),22.290.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328474/dell-inspiron-15-3530-i7-n5i7301w1-thumb-638754980409982405-600x600.jpg,,"Card tích hợp, -, Intel Iris Xe Graphics",16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)","15.6""",,Full HD (1920 x 1080),45% NTSC,120Hz,"Chống chói Anti Glare, 250 nits, WVA","1 x USB 2.0, Jack tai nghe 3.5 mm, 1 x USB 3.2, HDMI, USB Type-C",HD webcam,"3-cell, 54 Wh",Dài 358.5 mm - Rộng 234.9 mm - Dày 17.5 mm - 1.65 kg,Vỏ nhựa,
325953,https://www.thegioididong.com/laptop/dell-inspiron-14-5440-core-7-7fn5j,Dell Inspiron 14 5440 Core 7 150U (7FN5J),26.090.000₫,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/325953/dell-inspiron-14-5440-core-7-7fn5j-thumb-638754955274250524-600x600.jpg,,"Card tích hợp, - Intel Graphics",16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),24 GB,1 TB SSD M.2 PCIe,"14""",,Full HD+,,60Hz,"Chống chói Anti Glare, 250 nits, WVA","2 x USB 3.2, HDMI, 1 x Headphone/microphone combo, 1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",HD webcam,"4-cell Li-ion, 54 Wh",Dài 314 mm - Rộng 226.15 mm - Dày 18.9 mm - 1.56 kg,Vỏ nhựa,2024
